developer_name,developer_name_en,developer_name_cn,developer_name_ko,developer_display_name,app_count,ios_gross_source_revenue_usd,revenue_usd_2025_cn_ios,revenue_basis,revenue_adjustment_multiplier,downloads_2025_cn_ios,avg_arpd_usd_2025_cn_ios,best_rank,developer_city_en,developer_city_ko,developer_country,location_precision,top_games,genres,subgenres,genre_search_text,game_classes,product_models,art_styles,themes,monetization_f2p,monetization_live_ops,monetization_gacha,publishers,corporate_parents,stock_tickers,avg_match_score,primary_genre,primary_subgenre,primary_genre_revenue_usd,primary_genre_revenue_share,primary_genre_top_games,primary_genre_revenue_share_pct,bd_score,bd_priority,bd_fit
Coconut Island Games Limited,Coconut Island Games Limited,Coconut Island Games Limited,,Coconut Island Games Limited,4,2604196.94,3645875.716,2025 중국 iOS+AOS 추정 순매출,1.4,514168,7.075084476410428,238,,,China,unknown,"江南百景图, Haywire Hospital, Monster Chef, 月影之塔 - LUNA the Shadow Dust","Simulation, Puzzle","Tycoon / Crafting, Idler, Environmental","Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, Simulation Idler 시뮬레이션 模拟经营 방치형 放置 시뮬레이션 / 방치형 · 模拟经营 / 放置 · Simulation / Idler, Puzzle Environmental 퍼즐 益智 환경/공간 퍼즐 环境解谜 퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental",Lifestyle & Puzzle,Casual,"2D Cartoon, Pixel","City Building, Medical / Emergency Services, Cooking / Food, Adventure",1.0,1.0,1.0,Coconut Island Games Limited,,,100.0,Simulation,Tycoon / Crafting,3521045.4439999997,0.965761237704242,"江南百景图, Monster Chef",96.5761237704242,88.9,A-핵심 타깃,시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting · 97% 집중 · LiveOps · Gacha · Casual
NetDragon Websoft (Hong Kong) Limited,NetDragon Websoft (Hong Kong) Limited,NetDragon Websoft (Hong Kong) Limited,,NetDragon Websoft (Hong Kong) Limited,1,2583790.22,3617306.308,2025 중국 iOS+AOS 추정 순매출,1.4,109832,32.934903379707194,232,,,China,unknown,魔域口袋版,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,3D Anime,Adventure,1.0,,,NetDragon Websoft (Hong Kong) Limited,,HKEX: 777,0.0,RPG,MMORPG,3617306.308,1.0,魔域口袋版,100.0,75.3,A-핵심 타깃,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Xiamen Youle Interactive Technology Co.,ltd","Xiamen Youle Interactive Technology Co.,ltd","Xiamen Youle Interactive Technology Co.,ltd",,"Xiamen Youle Interactive Technology Co.,ltd",14,2580568.27,3612795.5779999997,2025 중국 iOS+AOS 추정 순매출,1.4,689194,3.755801871551418,301,Xiamen,샤먼,China,city,"西普大陆, 造梦无双, 皇帝成长计划2-全新策略宫斗游戏, 倾听画语 - 最美好的景色, 某某朝的女子乐坊-国风休闲模拟经营, 奈里-手绘风剧情解谜游戏, 古荒遗迹-Roguelike暗黑地牢游戏, 豪杰成长计划, 侍魂 晓, 村落人生-希望之村2","RPG, Action, Lifestyle, Puzzle, Arcade, Strategy","Turn-based RPG, Beat 'em Up, Interactive Story, Environmental, Customization, Other Arcade, Other Strategy, Fighting, Survival, Action RPG","RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG, Action Beat 'em Up 액션 动作 벨트스크롤 액션 清版动作 액션 / 벨트스크롤 액션 · 动作 / 清版动作 · Action / Beat 'em Up, Lifestyle Interactive Story 라이프스타일 生活方式 인터랙티브 스토리 互动剧情 라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story, Puzzle Environmental 퍼즐 益智 환경/공간 퍼즐 环境解谜 퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental, Lifestyle Customization 라이프스타일 生活方式 커스터마이징 换装/定制 라이프스타일 / 커스터마이징 · 生活方式 / 换装/定制 · Lifestyle / Customization, Arcade Other Arcade 아케이드 街机 기타 아케이드 其他街机 아케이드 / 기타 아케이드 · 街机 / 其他街机 · Arcade / Other Arcade, Strategy Other Strategy 전략 策略 기타 전략 其他策略 전략 / 기타 전략 · 策略 / 其他策略 · Strategy / Other Strategy, Action Fighting 액션 动作 격투 格斗 액션 / 격투 · 动作 / 格斗 · Action / Fighting, RPG Survival RPG/역할수행 角色扮演 서바이벌 生存 RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual, Hybridcasual","2D Anime, 2D Cartoon, 3D Anime, 3D Realistic","Pokémon / Battle Creatures, Journey to the West, Wuxia, Art, Idol, Adventure, Dungeon Crawler, Chinese Cultural, Japanese Cultural, Survival - Wilderness",1.0,1.0,1.0,厦门游乐互动科技有限公司,,,100.0,RPG,Turn-based RPG,2219820.778,0.6144329868862567,西普大陆,61.44329868862567,87.6,A-핵심 타깃,"RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG · 61% 집중 · LiveOps · Gacha · Mid-core, Casual, Hybridcasual"
LOCOJOY,LOCOJOY,LOCOJOY,,LOCOJOY,4,2570653.4699999997,3598914.8579999995,2025 중국 iOS+AOS 추정 순매출,1.4,144508,30.04368030983618,271,,,China,unknown,"我叫MT, 浪漫庄园(自由创造你的梦想), 我叫MT2, 我叫MT 全3D","Strategy, Simulation, RPG","Card Battler, Tycoon / Crafting, Squad RPG","Strategy Card Battler 전략 策略 카드 배틀 卡牌对战 전략 / 카드 배틀 · 策略 / 卡牌对战 · Strategy / Card Battler, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual","2D Cartoon, 3D Anime","Adventure, Farming",1.0,1.0,1.0,LOCOJOY,,HK: 0700,100.0,Strategy,Card Battler,2952714.4639999997,0.8204457678226074,我叫MT,82.04457678226073,85.6,A-핵심 타깃,"전략 / 카드 배틀 · 策略 / 卡牌对战 · Strategy / Card Battler · 82% 집중 · LiveOps · Gacha · Mid-core, Casual"
"Xiamen Game House Technology Co.,ltd","Xiamen Game House Technology Co.,ltd","Xiamen Game House Technology Co.,ltd",,"Xiamen Game House Technology Co.,ltd",5,2469591.13,3457427.582,2025 중국 iOS+AOS 추정 순매출,1.4,773010,5.5181232874065955,358,Xiamen,샤먼,China,city,"主宰世界, 弹弹星球, 热血神剑-国风武侠世界 怀旧江湖情缘, 曙光重临, 桃花师","RPG, Action","MMORPG, Artillery Shooter, Squad RPG","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Action Artillery Shooter 액션 动作 포격 슈팅 炮击射击 액션 / 포격 슈팅 · 动作 / 炮击射击 · Action / Artillery Shooter, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG",Action & Strategy,Mid-core,"3D Anime, 2D Anime, Stylized Realistic","Wuxia, Combat Arena, Pokémon / Battle Creatures",1.0,1.0,1.0,4399,,,100.0,RPG,MMORPG,2416659.028,0.6989760365716895,"主宰世界, 热血神剑-国风武侠世界 怀旧江湖情缘, 桃花师",69.89760365716894,87.1,A-핵심 타깃,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 70% 집중 · LiveOps · Gacha · Mid-core
泽阳 李,泽阳 李,泽阳 李,,泽阳 李,1,2447950.81,3427131.134,2025 중국 iOS+AOS 추정 순매출,1.4,1575570,2.175169071510628,241,Shenzhen,선전,China,city,Soul Knight,Action,Shoot 'em Up,Action Shoot 'em Up 액션 动作 탄막 슈팅 飞行射击 액션 / 탄막 슈팅 · 动作 / 飞行射击 · Action / Shoot 'em Up,Action & Strategy,Hybridcasual,Pixel,Dungeon Crawler,1.0,1.0,,泽阳 李,,,100.0,Action,Shoot 'em Up,3427131.134,1.0,Soul Knight,100.0,78.1,A-핵심 타깃,액션 / 탄막 슈팅 · 动作 / 飞行射击 · Action / Shoot 'em Up · 100% 집중 · LiveOps · Gacha · Hybridcasual
"Xiamen Zhuyue Network Technology Co., Ltd.","Xiamen Zhuyue Network Technology Co., Ltd.","Xiamen Zhuyue Network Technology Co., Ltd.",,"Xiamen Zhuyue Network Technology Co., Ltd.",2,2373624.8200000003,3323074.748,2025 중국 iOS+AOS 추정 순매출,1.4,440747,4.796937002581114,251,Xiamen,샤먼,China,city,"地下城堡4：骑士与破碎编年史, 砰砰军团","RPG, Strategy","Squad RPG, Real-Time Strategy","RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, Strategy Real-Time Strategy 전략 策略 실시간 전략 即时战略 전략 / 실시간 전략 · 策略 / 即时战略 · Strategy / Real-Time Strategy",Action & Strategy,Mid-core,"Stylized Realistic, Pixel","Dungeon Crawler, Combat Arena",1.0,1.0,1.0,烛月游戏,,,100.0,RPG,Squad RPG,3277581.44,0.9863098752059729,地下城堡4：骑士与破碎编年史,98.63098752059729,84.5,A-핵심 타깃,RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 99% 집중 · LiveOps · Gacha · Mid-core
"Hangzhou Electronic Soul Network Technology Co., Ltd.","Hangzhou Electronic Soul Network Technology Co., Ltd.","Hangzhou Electronic Soul Network Technology Co., Ltd.",,"Hangzhou Electronic Soul Network Technology Co., Ltd.",6,2369296.83,3317015.562,2025 중국 iOS+AOS 추정 순매출,1.4,315781,8.391534873999634,273,Hangzhou,항저우,China,city,"梦三国, 野蛮人大作战2-寻宝战场来袭, 卢希达:起源, 幻灵召唤师, BarbarQ, 遇见龙2","Strategy, Action, RPG","MOBA, Brawl, Squad RPG","Strategy MOBA 전략 策略 MOBA 多人在线战术竞技 전략 / MOBA · 策略 / 多人在线战术竞技 · Strategy / MOBA, Action Brawl 액션 动作 난투 乱斗 액션 / 난투 · 动作 / 乱斗 · Action / Brawl, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG",Action & Strategy,Mid-core,"Stylized Realistic, 3D Cartoon, 2D Anime","Three Kingdoms, Combat Arena, Adventure, Indian Cultural, Dragon",1.0,1.0,1.0,杭州电魂网络科技股份有限公司,,,100.0,Strategy,MOBA,2904598.144,0.8756661190484942,梦三国,87.56661190484942,88.1,A-핵심 타깃,전략 / MOBA · 策略 / 多人在线战术竞技 · Strategy / MOBA · 88% 집중 · LiveOps · Gacha · Mid-core
Beijing AirInbox Information Technologies,Beijing AirInbox Information Technologies,Beijing AirInbox Information Technologies,,Beijing AirInbox Information Technologies,3,2352003.71,3292805.1939999997,2025 중국 iOS+AOS 추정 순매출,1.4,559765,11.76769873226798,304,Beijing,베이징,China,city,"现代战舰 - 送055大驱, 创世战车-创造与对战, 装甲前线",Shooter,"Vehicular Shooter, FPS / 3PS","Shooter Vehicular Shooter 슈팅 射击 차량 슈팅 载具射击 슈팅 / 차량 슈팅 · 射击 / 载具射击 · Shooter / Vehicular Shooter, Shooter FPS / 3PS 슈팅 射击 FPS/TPS 第一/第三人称射击 슈팅 / FPS/TPS · 射击 / 第一/第三人称射击 · Shooter / FPS / 3PS",Action & Strategy,Mid-core,3D Realistic,"Military, Mech, Tank",1.0,1.0,,kongzhong,,,100.0,Shooter,Vehicular Shooter,2202311.8739999994,0.6688254373544333,"现代战舰 - 送055大驱, 装甲前线",66.88254373544333,84.2,A-핵심 타깃,슈팅 / 차량 슈팅 · 射击 / 载具射击 · Shooter / Vehicular Shooter · 67% 집중 · LiveOps · Gacha · Mid-core
SHENZHEN MINIWAN TECHNOLOGY CO. LTD.,SHENZHEN MINIWAN TECHNOLOGY CO. LTD.,SHENZHEN MINIWAN TECHNOLOGY CO. LTD.,,SHENZHEN MINIWAN TECHNOLOGY CO. LTD.,1,2334289.27,3268004.9779999997,2025 중국 iOS+AOS 추정 순매출,1.4,6158818,0.5306221060599614,253,Shenzhen,선전,China,city,Mini World Block Art,Simulation,Sandbox,Simulation Sandbox 시뮬레이션 模拟经营 샌드박스 沙盒 시뮬레이션 / 샌드박스 · 模拟经营 / 沙盒 · Simulation / Sandbox,Lifestyle & Puzzle,Hybridcasual,Voxel,Sandbox,1.0,1.0,,Miniwan Tech,,,100.0,Simulation,Sandbox,3268004.9779999997,1.0,Mini World Block Art,100.0,78.5,A-핵심 타깃,시뮬레이션 / 샌드박스 · 模拟经营 / 沙盒 · Simulation / Sandbox · 100% 집중 · LiveOps · Gacha · Hybridcasual
LE TUI NETWORK,LE TUI NETWORK,陕西三秦出版社有限责任公司,,陕西三秦出版社有限责任公司,3,2275768.58,3186076.012,2025 중국 iOS+AOS 추정 순매출,1.4,485492,6.359348749522359,307,,,China,unknown,"梦幻庄园, 幻兽爱合成, 豆豆的村庄",Puzzle,"Match Merge 3, Match Merge 2","Puzzle Match Merge 3 퍼즐 益智 3매치 머지 三合一合成 퍼즐 / 3매치 머지 · 益智 / 三合一合成 · Puzzle / Match Merge 3, Puzzle Match Merge 2 퍼즐 益智 2매치 머지 二合一合成 퍼즐 / 2매치 머지 · 益智 / 二合一合成 · Puzzle / Match Merge 2",Lifestyle & Puzzle,Casual,2D Cartoon,"Animal - Farm, Magic, City Building",1.0,1.0,,LT Fun Inc.,,,96.0,Puzzle,Match Merge 3,3003029.946,0.9425481170849103,"梦幻庄园, 幻兽爱合成",94.25481170849103,86.7,A-핵심 타깃,퍼즐 / 3매치 머지 · 益智 / 三合一合成 · Puzzle / Match Merge 3 · 94% 집중 · LiveOps · Gacha · Casual
"Guangzhou Tianti Network Technology Co., Ltd.","Guangzhou Tianti Network Technology Co., Ltd.","Guangzhou Tianti Network Technology Co., Ltd.",,"Guangzhou Tianti Network Technology Co., Ltd.",5,2065172.28,2891241.192,2025 중국 iOS+AOS 추정 순매출,1.4,917381,4.39719858413636,365,Guangzhou,광저우,China,city,"奥奇传说-精灵收集养成对战, 米姆米姆哈, 拳皇97OL- 登录领不知火舞, 奥拉星-萌宠养成策略回合制游戏, 拳皇世界-大型3D动作MMORPG","RPG, Simulation, Action","Squad RPG, Avatar Life, Fighting, MMORPG","RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, Simulation Avatar Life 시뮬레이션 模拟经营 아바타 라이프 虚拟形象生活 시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life, Action Fighting 액션 动作 격투 格斗 액션 / 격투 · 动作 / 格斗 · Action / Fighting, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual","2D Anime, 3D Cartoon, 3D Anime","Pokémon / Battle Creatures, Adventure, Combat Arena",1.0,1.0,1.0,广州天梯网络科技有限公司,SNK,,100.0,RPG,Squad RPG,1501209.3599999999,0.5192266090265361,奥奇传说-精灵收集养成对战,51.922660902653604,85.0,A-핵심 타깃,"RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 52% 집중 · LiveOps · Gacha · Mid-core, Casual"
Shenzhen Mingya Digital Entertainment Co Ltd,Shenzhen Mingya Digital Entertainment Co Ltd,Shenzhen Mingya Digital Entertainment Co Ltd,,Shenzhen Mingya Digital Entertainment Co Ltd,5,2013251.77,2818552.4779999997,2025 중국 iOS+AOS 추정 순매출,1.4,265227,209.3976502173774,291,Shenzhen,선전,China,city,"数独趣味闯关, 甜点消消-趣味合成家装, 城市飞车2 : 真实公路赛车竞速模拟驾驶, 弹球达人-打砖块破坏者物理弹珠消除小球游戏, 泡泡精灵传奇 : 解压消消大作战","Puzzle, Racing, Arcade","Numbers, Match Merge 2, Realistic Racing, Pinball / Brick Breaker, Bubble Shooter","Puzzle Numbers 퍼즐 益智 숫자 퍼즐 数字益智 퍼즐 / 숫자 퍼즐 · 益智 / 数字益智 · Puzzle / Numbers, Puzzle Match Merge 2 퍼즐 益智 2매치 머지 二合一合成 퍼즐 / 2매치 머지 · 益智 / 二合一合成 · Puzzle / Match Merge 2, Racing Realistic Racing 레이싱 竞速 리얼 레이싱 拟真竞速 레이싱 / 리얼 레이싱 · 竞速 / 拟真竞速 · Racing / Realistic Racing, Arcade Pinball / Brick Breaker 아케이드 街机 핀볼/벽돌깨기 弹珠/打砖块 아케이드 / 핀볼/벽돌깨기 · 街机 / 弹珠/打砖块 · Arcade / Pinball / Brick Breaker, Puzzle Bubble Shooter 퍼즐 益智 버블 슈터 泡泡龙 퍼즐 / 버블 슈터 · 益智 / 泡泡龙 · Puzzle / Bubble Shooter","Lifestyle & Puzzle, Sports & Racing","Casual, Hybridcasual","Flat, 2D Cartoon, 3D Realistic","Art, Decoration, Sports - Racing, Hypercasual, Bubbles / Tiles / Colors",1.0,1.0,,CreativeWorks,,,100.0,Puzzle,Numbers,2356759.65,0.836159577795876,数独趣味闯关,83.6159577795876,86.8,A-핵심 타깃,"퍼즐 / 숫자 퍼즐 · 益智 / 数字益智 · Puzzle / Numbers · 84% 집중 · LiveOps · Gacha · Casual, Hybridcasual"
xiamen soul Technology Ltd.,xiamen soul Technology Ltd.,xiamen soul Technology Ltd.,,xiamen soul Technology Ltd.,1,1956796.01,2739514.414,2025 중국 iOS+AOS 추정 순매출,1.4,20677,132.49090361270976,278,Xiamen,샤먼,China,city,掌酷十三张-天天开心,Casino,Poker,Casino Poker 카지노 博彩/棋牌 포커 扑克 카지노 / 포커 · 博彩/棋牌 / 扑克 · Casino / Poker,Casino,Casual,2D Cartoon,Tabletop,1.0,,,xiamen soul Technology Ltd.,,,0.0,Casino,Poker,2739514.414,1.0,掌酷十三张-天天开心,100.0,70.7,B-우선 검토,카지노 / 포커 · 博彩/棋牌 / 扑克 · Casino / Poker · 100% 집중 · LiveOps · Gacha · Casual
"Zhejiang Quyou Network Technology Co., Ltd.","Zhejiang Quyou Network Technology Co., Ltd.",浙江趣游网络科技股份有限公司,,浙江趣游网络科技股份有限公司,1,1954866.46,2736813.0439999998,2025 중국 iOS+AOS 추정 순매출,1.4,9986,274.06499539355093,279,Zhejiang,저장,China,province_or_region,越乡游双扣,Casino,Mahjong,Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong,Casino,Casual,2D Realistic,Mahjong,1.0,,,浙江趣游网络科技股份有限公司,,,100.0,Casino,Mahjong,2736813.0439999998,1.0,越乡游双扣,100.0,68.6,B-우선 검토,카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong · 100% 집중 · LiveOps · Gacha · Casual
"Hainan Mengxing Technology Co.,Ltd","Hainan Mengxing Technology Co.,Ltd",湖北省扬子江影音有限责任公司,,湖北省扬子江影音有限责任公司,3,1951526.5999999999,2732137.2399999998,2025 중국 iOS+AOS 추정 순매출,1.4,2783788,1.4118376364067917,294,Hainan,하이난,China,province_or_region,"迷你枪战精英, 植物大战僵尸3, 冲吧！迷你少女团","Shooter, Strategy, Arcade","FPS / 3PS, Tower Defense, Platformer / Runner","Shooter FPS / 3PS 슈팅 射击 FPS/TPS 第一/第三人称射击 슈팅 / FPS/TPS · 射击 / 第一/第三人称射击 · Shooter / FPS / 3PS, Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense, Arcade Platformer / Runner 아케이드 街机 플랫포머/러너 平台跑酷 아케이드 / 플랫포머/러너 · 街机 / 平台跑酷 · Arcade / Platformer / Runner","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual","Low Poly, 2D Cartoon","Combat Arena, Zombie, Waifu",1.0,1.0,,"Hainan Mengxing Technology Co.,Ltd","Microsoft, EA",,96.0,Shooter,FPS / 3PS,2324789.124,0.850904958200416,迷你枪战精英,85.0904958200416,86.8,A-핵심 타깃,"슈팅 / FPS/TPS · 射击 / 第一/第三人称射击 · Shooter / FPS / 3PS · 85% 집중 · LiveOps · Gacha · Mid-core, Casual"
"Beijing Jingxi Interactive Technology Co., Ltd.","Beijing Jingxi Interactive Technology Co., Ltd.","Beijing Jingxi Interactive Technology Co., Ltd.",,"Beijing Jingxi Interactive Technology Co., Ltd.",1,1873742.88,2623240.0319999997,2025 중국 iOS+AOS 추정 순매출,1.4,246115,10.658594689474432,283,Beijing,베이징,China,city,守塔不能停,Strategy,Tower Defense,Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense,Action & Strategy,Mid-core,3D Cartoon,Combat Arena,1.0,1.0,1.0,"Beijing Jingxi Interactive Technology Co., Ltd.",,,100.0,Strategy,Tower Defense,2623240.0319999997,1.0,守塔不能停,100.0,75.6,A-핵심 타깃,전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense · 100% 집중 · LiveOps · Gacha · Mid-core
"Guangzhou Qiji Information Technology Co., Ltd.","Guangzhou Qiji Information Technology Co., Ltd.","Guangzhou Qiji Information Technology Co., Ltd.",,"Guangzhou Qiji Information Technology Co., Ltd.",2,1800601.8900000001,2520842.6459999997,2025 중국 iOS+AOS 추정 순매출,1.4,263295,4.724902614937617,285,Guangzhou,광저우,China,city,"雷霆小分队-俯视角吃鸡, 弹弹奇妙冒险-弹弹续作","Shooter, Action","Battle Royale, Artillery Shooter","Shooter Battle Royale 슈팅 射击 배틀로얄 大逃杀 슈팅 / 배틀로얄 · 射击 / 大逃杀 · Shooter / Battle Royale, Action Artillery Shooter 액션 动作 포격 슈팅 炮击射击 액션 / 포격 슈팅 · 动作 / 炮击射击 · Action / Artillery Shooter",Action & Strategy,"Mid-core, Hybridcasual","2D Cartoon, 2D Anime",Combat Arena,1.0,1.0,,"Guangzhou Qiji Information Technology Co., Ltd.",,,100.0,Shooter,Battle Royale,2488086.468,0.9870058616899486,雷霆小分队-俯视角吃鸡,98.70058616899486,83.3,A-핵심 타깃,"슈팅 / 배틀로얄 · 射击 / 大逃杀 · Shooter / Battle Royale · 99% 집중 · LiveOps · Gacha · Mid-core, Hybridcasual"
