순위,게임명_중문,게임명_한글_초안,개발사_한글,개발사_중문,战略大品类Tag,战略细分品类Tag,전략대분류_KO,전략세부분류_KO,전략Tag_신뢰도,ST_대표장르_KO,ST_세부장르_KO,Qimai_장르_KO,매출집계_시작일,매출집계_종료일,출시일_기준,iOS_Net_USD_12개월,Gross_USD_12개월,Gross_KRW_원_12개월,Gross_KRW_억원_12개월,App_ID,AppStore_URL,Qimai_URL,SensorTower_URL,개발사_위치_중문,개발사_위치_한글,개발사_지역_중문,개발사_지역_한글,개발사_위치_위도,개발사_위치_경도,개발사_위치_신뢰도,개발사_위치_근거,iOS_Gross_KRW_원_12개월,iOS_Gross_KRW_억원_12개월,iOS_Gross_USD_12개월,최근12개월_Gross_USD_12개월,최근12개월_Gross_KRW_원_12개월,최근12개월_Gross_KRW_억원_12개월,최근12개월_iOS_Net_USD_12개월,최근12개월_매출집계_시작일,최근12개월_매출집계_종료일,최근12개월_iOS_Gross_KRW_원_12개월,최근12개월_iOS_Gross_KRW_억원_12개월,최근12개월_iOS_Gross_USD_12개월
175,少年三国志×山海经-周年庆典狂欢,少年三国志×山海经-周年庆典狂欢,유주 네트워크,游族网络,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,전략,전략/RPG,전략/RPG,2015-02-11,2016-02-10,SensorTower_출시일,25881236.56000001,73946390.17142859,107961729650.28574,1079.6172965028575,910395494,https://apps.apple.com/cn/app/id910395494,https://www.qimai.cn/app/baseinfo/appid/910395494/country/cn,https://app.sensortower.com/ios/cn/shanghai-youzu-information-technology-corporation-limited/app/shao-nian-san-guo-zhi-xshan-hai-jing-zhou-nian-qing-dian-kuang-huan/910395494/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 游族网络 → 上海,53980864825.14287,539.8086482514287,36973195.085714296,2815674.171428573,4110884290.285717,41.10884290285716,985485.9600000004,2025-06-01,2026-05-31,2055442145.1428585,20.55442145142858,1407837.0857142864
176,剑网3：指尖江湖,剑网3：指尖江湖,텐센트,腾讯,MMORPG,MMORPG,MMORPG,MMORPG,상,액션,액션/RPG,액션/RPG,2019-06-12,2020-06-11,Qimai_출시일,25765139.36999998,73614683.91428566,107477438514.85706,1074.7743851485704,1271997408,https://apps.apple.com/cn/app/id1271997408,https://www.qimai.cn/app/baseinfo/appid/1271997408/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/jian-wang-3-zhi-jian-jiang-hu/1271997408/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,53738719257.42853,537.3871925742852,36807341.95714283,1440914.2571428583,2103734815.4285731,21.037348154285727,504319.9900000004,2025-06-01,2026-05-31,1051867407.7142866,10.518674077142864,720457.1285714292
177,凌云诺,凌云诺,프렌드타임즈,友谊时光,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,RPG,RPG/카드,RPG/카드,2022-01-19,2023-01-18,Qimai_출시일,25743978.17999999,73554223.37142856,107389166122.28568,1073.8916612228568,1524753511,https://apps.apple.com/cn/app/id1524753511,https://www.qimai.cn/app/baseinfo/appid/1524753511/country/cn,https://app.sensortower.com/ios/cn/friendtimes-technology-inc/app/ling-yun-nuo/1524753511/,苏州,쑤저우,江苏省,장쑤성,31.2989,120.5853,high,대표 개발사/브랜드 매핑: 友谊时光 → 苏州,53694583061.14284,536.9458306114284,36777111.68571428,2596335.400000001,3790649684.0000014,37.90649684000002,908717.3900000002,2025-06-01,2026-05-31,1895324842.0000007,18.95324842000001,1298167.7000000004
178,欢乐钓鱼大师,欢乐钓鱼大师,Ark Game,Ark Game Limited,경기/스포츠·레이싱,스포츠,경기/스포츠·레이싱,스포츠,상,스포츠,스포츠/캐주얼,스포츠/캐주얼,2024-03-27,2025-03-26,Qimai_출시일,25553375.020000026,73009642.91428578,106594078654.85724,1065.9407865485723,6479696944,https://apps.apple.com/cn/app/id6479696944,https://www.qimai.cn/app/baseinfo/appid/6479696944/country/cn,https://app.sensortower.com/ios/cn/ark-game-limited/app/huan-le-diao-yu-da-shi/6479696944/,海外,해외/미확인,海外/未确认,해외/미확인,,,overseas,대표 개발사/브랜드 매핑: Ark Game Limited → 海外,53297039327.42862,532.9703932742862,36504821.45714289,4966447.400000001,7251013204.000002,72.51013204000002,1738256.5900000003,2025-06-01,2026-05-31,3625506602.000001,36.25506602000001,2483223.7000000007
179,宫廷计手游,宫廷计手游,프렌드타임즈,友谊时光,여성향 전용,오토메 연애 RPG,여성향 전용,오토메 연애 RPG,상,RPG,RPG,RPG,2018-03-26,2019-03-25,Qimai_출시일,25483238.510000013,72809252.88571432,106301509213.14291,1063.0150921314291,1343686664,https://apps.apple.com/cn/app/id1343686664,https://www.qimai.cn/app/baseinfo/appid/1343686664/country/cn,https://app.sensortower.com/ios/cn/friendtimes-technology-inc/app/gong-ting-ji-shou-you/1343686664/,苏州,쑤저우,江苏省,장쑤성,31.2989,120.5853,high,대표 개발사/브랜드 매핑: 友谊时光 → 苏州,53150754606.57146,531.5075460657146,36404626.44285716,571730.3428571429,834726300.5714287,8.347263005714286,200105.62,2025-06-01,2026-05-31,417363150.2857143,4.173631502857143,285865.17142857146
180,叫我大掌柜,叫我大掌柜,37게임즈,三七互娱,경영/시뮬레이션,매장 경영,경영/시뮬레이션,매장 경영,상,RPG,RPG/시뮬레이션,RPG/시뮬레이션,2021-05-01,2022-04-30,Qimai_출시일,25444703.32,72699152.34285712,106140762420.5714,1061.407624205714,1533375965,https://apps.apple.com/cn/app/id1533375965,https://www.qimai.cn/app/baseinfo/appid/1533375965/country/cn,https://app.sensortower.com/ios/cn/hainan-shangxuan-network-technology-co-ltd/app/jiao-wo-da-zhang-ju/1533375965/,广州,광저우,广东省,광둥성,23.1291,113.2644,high,대표 개발사/브랜드 매핑: 三七互娱 → 广州,53070381210.2857,530.703812102857,36349576.17142856,2972228.057142859,4339452963.428574,43.39452963428574,1040279.8200000004,2025-06-01,2026-05-31,2169726481.714287,21.69726481714287,1486114.0285714294
181,龙之谷世界-官方正版手游,龙之谷世界-官方正版手游,셩취게임즈,盛趣游戏,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG/액션,RPG/액션,2025-02-19,2026-02-18,Qimai_출시일,25324154.95000001,72354728.42857148,105637903505.71436,1056.3790350571435,6740135856,https://apps.apple.com/cn/app/id6740135856,https://www.qimai.cn/app/baseinfo/appid/6740135856/country/cn,https://app.sensortower.com/ios/cn/zhejiang-shengqu-technology-co-ltd/app/long-zhi-gu-shi-jie-guan-fang-zheng-ban-shou-you/6740135856/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 盛趣游戏 → 上海,52818951752.85718,528.1895175285717,36177364.21428574,34707639.74285712,50673154024.57139,506.731540245714,12147673.90999999,2025-06-01,2026-05-31,25336577012.285694,253.365770122857,17353819.87142856
182,江南百景图,江南百景图,Coconut Island Games,Coconut Island Games Limited,경영/시뮬레이션,도시건설 경영,경영/시뮬레이션,도시건설 경영,상,시뮬레이션,시뮬레이션/캐주얼,시뮬레이션/캐주얼,2020-07-01,2021-06-30,Qimai_출시일,25315269.129999995,72329340.37142856,105600836942.2857,1056.008369422857,1498402704,https://apps.apple.com/cn/app/id1498402704,https://www.qimai.cn/app/baseinfo/appid/1498402704/country/cn,https://app.sensortower.com/ios/cn/coconut-island-games-limited/app/jiang-nan-bai-jing-tu/1498402704/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,52800418471.14285,528.0041847114285,36164670.18571428,9576339.142857138,13981455148.57142,139.81455148571422,3351718.6999999983,2025-06-01,2026-05-31,6990727574.28571,69.90727574285711,4788169.571428569
183,传奇世界,传奇世界,텐센트,腾讯,MMORPG,MMORPG,MMORPG,MMORPG,상,액션,액션/RPG,액션/RPG,2016-12-14,2017-12-13,Qimai_출시일,24699292.039999988,70569405.8285714,103031332509.71423,1030.3133250971423,1108266762,https://apps.apple.com/cn/app/id1108266762,https://www.qimai.cn/app/baseinfo/appid/1108266762/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/chuan-qi-shi-jie/1108266762/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,51515666254.85712,515.1566625485711,35284702.9142857,7285630.142857144,10637020008.57143,106.3702000857143,2549970.5500000003,2025-06-01,2026-05-31,5318510004.285715,53.18510004285715,3642815.071428572
184,不休的乌拉拉,不休的乌拉拉,XD/신동 네트워크,心动网络,캐주얼,방치,캐주얼,방치,상,어드벤처,어드벤처/전략,어드벤처/전략,2019-10-21,2020-10-20,Qimai_출시일,24281625.72,69376073.48571429,101289067289.14285,1012.8906728914286,1464502983,https://apps.apple.com/cn/app/id1464502983,https://www.qimai.cn/app/baseinfo/appid/1464502983/country/cn,https://app.sensortower.com/ios/cn/x-d-network-inc/app/bu-xiu-de-wu-la-la/1464502983/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 心动网络 → 上海,50644533644.57143,506.4453364457143,34688036.74285714,746307.1714285715,1089608470.2857144,10.896084702857143,261207.51,2025-06-01,2026-05-31,544804235.1428572,5.448042351428572,373153.5857142857
185,荣耀全明星,荣耀全明星,iDreamSky,iDreamSky Technology Limited,ARPG,ARPG,ARPG,ARPG,상,액션,액션/어드벤처,액션/어드벤처,2021-08-27,2022-08-26,Qimai_출시일,24239950.23,69257000.65714285,101115220959.42856,1011.1522095942856,1554627400,https://apps.apple.com/cn/app/id1554627400,https://www.qimai.cn/app/baseinfo/appid/1554627400/country/cn,https://app.sensortower.com/ios/cn/idreamsky-technology-limited/app/rong-yao-quan-ming-xing/1554627400/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: iDreamSky → 深圳,50557610479.71428,505.5761047971428,34628500.328571424,736510.0285714286,1075304641.7142859,10.753046417142858,257778.51,2025-06-01,2026-05-31,537652320.8571429,5.376523208571429,368255.0142857143
186,最强美职篮,最强美职篮,텐센트,腾讯,경기/스포츠·레이싱,스포츠,경기/스포츠·레이싱,스포츠,상,스포츠,스포츠/액션,스포츠/액션,2017-10-25,2018-10-24,Qimai_출시일,24052135.770000003,68720387.91428573,100331766354.85718,1003.3176635485718,1180004118,https://apps.apple.com/cn/app/id1180004118,https://www.qimai.cn/app/baseinfo/appid/1180004118/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/zui-qiang-mei-zhi-lan/1180004118/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,50165883177.42859,501.6588317742859,34360193.95714287,18875452.31428571,27558160378.857143,275.58160378857144,6606408.31,2025-06-01,2026-05-31,13779080189.428572,137.79080189428572,9437726.157142855
187,时尚百货城,时尚百货城,하오플레이,好玩娱乐/HaoPlay,여성향 전용,코디/육성,여성향 전용,코디/육성,상,시뮬레이션,시뮬레이션/캐주얼,시뮬레이션/캐주얼,2026-01-28,2027-01-27,Qimai_출시일,23130138.50999999,66086110.028571405,96485720641.71423,964.8572064171426,6752632961,https://apps.apple.com/cn/app/id6752632961,https://www.qimai.cn/app/baseinfo/appid/6752632961/country/cn,https://app.sensortower.com/ios/cn/shen-zhen-shi-ai-de-fan-qie-ke-ji-you-xian-gong-si/app/shi-shang-bai-huo-cheng/6752632961/,深圳,선전,广东省,광둥성,22.5431,114.0579,medium,법인/개발사명 도시 단서: 深圳,48242860320.85712,482.4286032085713,33043055.014285702,59244978.65714284,86497668839.42854,864.9766883942855,20735742.529999997,2025-06-01,2026-05-31,43248834419.71427,432.48834419714274,29622489.32857142
188,无期迷途,无期迷途,AISNO Games,AISNO Games,서브컬처,서브컬처,서브컬처,서브컬처,상,카드,카드/전략,카드/전략,2022-08-10,2023-08-09,Qimai_출시일,23104070.43000002,66011629.80000006,96376979508.00008,963.7697950800008,1562260653,https://apps.apple.com/cn/app/id1562260653,https://www.qimai.cn/app/baseinfo/appid/1562260653/country/cn,https://app.sensortower.com/ios/cn/aisno-games/app/wu-qi-mi-tu/1562260653/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,48188489754.00004,481.8848975400004,33005814.90000003,19916995.942857143,29078814076.571423,290.7881407657143,6970948.58,2025-06-01,2026-05-31,14539407038.285711,145.39407038285714,9958497.971428571
189,花千骨-唯美仙侠手游,花千骨-唯美仙侠手游,SnakePop,SNAKEPOP INC,MMORPG,MMORPG,MMORPG,MMORPG,상,액션,액션/RPG,액션/RPG,2015-07-01,2016-06-30,SensorTower_출시일,23099569.03,65998768.65714286,96358202239.42857,963.5820223942858,1011682252,https://apps.apple.com/cn/app/id1011682252,https://www.qimai.cn/app/baseinfo/appid/1011682252/country/cn,https://app.sensortower.com/ios/cn/snakepop-inc/app/hua-qian-gu-wei-mei-xian-xia-shou-you/1011682252/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,48179101119.71429,481.7910111971429,32999384.32857143,804755.4571428573,1174942967.4285717,11.749429674285716,281664.41000000003,2025-06-01,2026-05-31,587471483.7142859,5.874714837142858,402377.7285714286
190,石器时代：觉醒,石器时代：觉醒,텐센트,腾讯,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,전략,전략/RPG,전략/RPG,2023-10-26,2024-10-25,Qimai_출시일,22865133.06000002,65328951.60000006,95380269336.00009,953.802693360001,1602457380,https://apps.apple.com/cn/app/id1602457380,https://www.qimai.cn/app/baseinfo/appid/1602457380/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/shi-qi-shi-dai-jue-xing/1602457380/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,47690134668.000046,476.9013466800005,32664475.80000003,15138679.54285714,22102472132.571423,221.02472132571424,5298537.839999999,2025-06-01,2026-05-31,11051236066.285711,110.51236066285712,7569339.77142857
191,实况足球,实况足球,넷이즈,网易,경기/스포츠·레이싱,스포츠,경기/스포츠·레이싱,스포츠,상,스포츠,스포츠/액션,스포츠/액션,2018-07-25,2019-07-24,Qimai_출시일,22837546.340000022,65250132.40000008,95265193304.00012,952.6519330400013,1347776121,https://apps.apple.com/cn/app/id1347776121,https://www.qimai.cn/app/baseinfo/appid/1347776121/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/shi-kuang-zu-qiu/1347776121/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,47632596652.00006,476.32596652000063,32625066.20000004,100317224.34285723,146463147540.57156,1464.6314754057157,35111028.520000026,2025-06-01,2026-05-31,73231573770.28578,732.3157377028579,50158612.17142861
192,奔奔王国,奔奔王国,센추리게임즈/디앤디엔,点点互动,캐주얼,타워디펜스,캐주얼,타워디펜스,상,시뮬레이션,시뮬레이션/전략,시뮬레이션/전략,2025-09-08,2026-09-07,Qimai_출시일,22652254.129999988,64720726.08571426,94492260085.14282,944.9226008514282,6748527570,https://apps.apple.com/cn/app/id6748527570,https://www.qimai.cn/app/baseinfo/appid/6748527570/country/cn,https://app.sensortower.com/ios/cn/fuzhou-dian-dian-song-he-technology-co-ltd/app/ben-ben-wang-guo/6748527570/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 点点互动 → 上海,47246130042.57141,472.4613004257141,32360363.04285713,59927981.885714255,87494853553.1428,874.9485355314282,20974793.65999999,2025-06-01,2026-05-31,43747426776.5714,437.4742677657141,29963990.942857128
193,太极熊猫,太极熊猫,스네일게임즈,蜗牛游戏,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2014-09-24,2015-09-23,Qimai_출시일,21915149.62999999,62614713.22857141,91417481313.71423,914.1748131371425,895691221,https://apps.apple.com/cn/app/id895691221,https://www.qimai.cn/app/baseinfo/appid/895691221/country/cn,https://app.sensortower.com/ios/cn/suzhou-snail-digital-technology-co-ltd/app/tai-ji-xiong-mao/895691221/,苏州,쑤저우,江苏省,장쑤성,31.2989,120.5853,high,대표 개발사/브랜드 매핑: 蜗牛游戏 → 苏州,45708740656.85712,457.0874065685712,31307356.614285704,1616468.6571428576,2360044239.428572,23.60044239428572,565764.0300000001,2025-06-01,2026-05-31,1180022119.714286,11.80022119714286,808234.3285714288
194,拳皇命运,拳皇命运,텐센트,腾讯,ARPG,ARPG,ARPG,ARPG,상,액션,액션/RPG,액션/RPG,2018-05-03,2019-05-02,Qimai_출시일,21260280.14,60743657.54285714,88685740012.57144,886.8574001257144,1250339915,https://apps.apple.com/cn/app/id1250339915,https://www.qimai.cn/app/baseinfo/appid/1250339915/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/quan-huang-ming-yun/1250339915/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,44342870006.28572,443.4287000628572,30371828.77142857,0.0,0.0,0.0,0.0,2025-06-01,2026-05-31,0.0,0.0,0.0
195,COK列王的纷争,COK列王的纷争,Elex Technology,ELEX Wireless,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,RPG,RPG/전략,RPG/전략,2014-12-30,2015-12-29,SensorTower_출시일,21225162.19,60643320.54285714,88539247992.57144,885.3924799257144,945274928,https://apps.apple.com/cn/app/id945274928,https://www.qimai.cn/app/baseinfo/appid/945274928/country/cn,https://app.sensortower.com/ios/cn/elex-wireless/app/coklie-wang-de-fen-zheng/945274928/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,44269623996.28572,442.6962399628572,30321660.27142857,2170388.171428572,3168766730.285715,31.68766730285715,759635.8600000001,2025-06-01,2026-05-31,1584383365.1428576,15.843833651428575,1085194.085714286
196,最强祖师,最强祖师,Khorgos Xingjia Network Technology,"Khorgos Xingjia Network Technology Co., Ltd",카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,시뮬레이션,시뮬레이션/카드,시뮬레이션/카드,2024-01-12,2025-01-11,SensorTower_출시일,21107390.619999964,60306830.34285704,88047972300.57127,880.4797230057127,6468993345,https://apps.apple.com/cn/app/id6468993345,https://www.qimai.cn/app/baseinfo/appid/6468993345/country/cn,https://app.sensortower.com/ios/cn/khorgos-xingjia-network-technology-co-ltd/app/zui-qiang-zu-shi/6468993345/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,44023986150.28564,440.23986150285634,30153415.17142852,9653680.28571428,14094373217.142849,140.94373217142848,3378788.0999999978,2025-06-01,2026-05-31,7047186608.5714245,70.47186608571424,4826840.14285714
197,航海王：壮志雄心,航海王：壮志雄心,텐센트,腾讯,애니메이션,애니메이션,애니메이션,애니메이션,상,액션,액션/RPG,액션/RPG,2024-12-17,2025-12-16,Qimai_출시일,20817455.200000007,59478443.428571455,86838527405.71432,868.3852740571433,1634336099,https://apps.apple.com/cn/app/id1634336099,https://www.qimai.cn/app/baseinfo/appid/1634336099/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/hang-hai-wang-zhuang-zhi-xiong-xin/1634336099/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,43419263702.85716,434.19263702857165,29739221.714285728,27754201.942857143,40521134836.571434,405.21134836571434,9713970.68,2025-06-01,2026-05-31,20260567418.285717,202.60567418285717,13877100.971428571
198,奇迹暖暖,奇迹暖暖,텐센트,腾讯,여성향 전용,코디/육성,여성향 전용,코디/육성,상,시뮬레이션,시뮬레이션/RPG,시뮬레이션/RPG,2015-05-19,2016-05-18,Qimai_출시일,20647122.94999999,58991779.85714282,86127998591.42854,861.2799859142855,958022253,https://apps.apple.com/cn/app/id958022253,https://www.qimai.cn/app/baseinfo/appid/958022253/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/qi-ji-nuan-nuan/958022253/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,43063999295.71427,430.63999295714274,29495889.92857141,17827297.45714286,26027854287.428577,260.27854287428573,6239554.11,2025-06-01,2026-05-31,13013927143.714289,130.13927143714287,8913648.72857143
199,梦幻花园 - Gardenscapes,梦幻花园 - Gardenscapes,플레이릭스,Playrix/薇沃乐园,"머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성",상,캐주얼,캐주얼/퍼즐,캐주얼/益智解谜,2022-03-25,2023-03-24,Qimai_출시일,20543341.750000004,58695262.14285716,85695082728.57144,856.9508272857144,1570403558,https://apps.apple.com/cn/app/id1570403558,https://www.qimai.cn/app/baseinfo/appid/1570403558/country/cn,https://app.sensortower.com/ios/cn/beijing-wei-wo-le-yuan-information-and-technology-co-ltd/app/meng-huan-hua-yuan-gardenscapes/1570403558/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: Beijing → 北京,42847541364.28572,428.4754136428572,29347631.07142858,75983444.02857144,110935828281.71432,1109.3582828171432,26594205.410000004,2025-06-01,2026-05-31,55467914140.85716,554.6791414085716,37991722.01428572
200,三国杀名将传,三国杀名将传,上海游碧曜网络科技有限公司,上海游碧曜网络科技有限公司,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,전략,전략/카드,전략/카드,2018-05-07,2019-05-06,Qimai_출시일,20170127.20000001,57628934.85714289,84138244891.42862,841.3824489142862,1356464028,https://apps.apple.com/cn/app/id1356464028,https://www.qimai.cn/app/baseinfo/appid/1356464028/country/cn,https://app.sensortower.com/ios/cn/shang-hai-you-bi-yao-wang-luo-ke-ji-you-xian-gong-si/app/san-guo-sha-ming-jiang-chuan/1356464028/,上海,상하이,上海市,상하이시,31.2304,121.4737,medium,법인/개발사명 도시 단서: 上海,42069122445.71431,420.6912244571431,28814467.428571444,1745066.8571428556,2547797611.42857,25.477976114285692,610773.3999999994,2025-06-01,2026-05-31,1273898805.714285,12.738988057142846,872533.4285714278
201,王牌竞速-车姬,王牌竞速-车姬,넷이즈,网易,경기/스포츠·레이싱,레이싱/경주,경기/스포츠·레이싱,레이싱/경주,상,레이싱,레이싱,레이싱,2021-07-22,2022-07-21,Qimai_출시일,19683627.029999983,56238934.371428534,82108844182.28566,821.0884418228566,1570194962,https://apps.apple.com/cn/app/id1570194962,https://www.qimai.cn/app/baseinfo/appid/1570194962/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/wang-pai-jing-su-che-ji/1570194962/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,41054422091.14283,410.5442209114283,28119467.185714267,14047264.14285713,20509005648.57141,205.09005648571411,4916542.449999996,2025-06-01,2026-05-31,10254502824.285706,102.54502824285706,7023632.071428565
202,三国：冰河时代,三国：冰河时代,EVISTA,EVISTA PTE. LTD.,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,전략,전략/시뮬레이션,전략/시뮬레이션,2024-11-27,2025-11-26,Qimai_출시일,19678148.160000004,56223280.45714288,82085989467.4286,820.859894674286,6503432459,https://apps.apple.com/cn/app/id6503432459,https://www.qimai.cn/app/baseinfo/appid/6503432459/country/cn,https://app.sensortower.com/ios/cn/evista-pte-ltd/app/san-guo-bing-he-shi-dai/6503432459/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,41042994733.7143,410.429947337143,28111640.22857144,103749311.0857143,151473994185.14288,1514.7399418514287,36312258.88,2025-06-01,2026-05-31,75736997092.57144,757.3699709257144,51874655.54285715
203,弹弹堂大冒险,弹弹堂大冒险,세븐로드,第七大道,ARPG,ARPG,ARPG,ARPG,상,액션,액션/RPG,액션/RPG,2022-12-15,2023-12-14,Qimai_출시일,19601632.059999976,56004663.02857137,81766808021.7142,817.668080217142,1643877577,https://apps.apple.com/cn/app/id1643877577,https://www.qimai.cn/app/baseinfo/appid/1643877577/country/cn,https://app.sensortower.com/ios/cn/di-qi-da-dao/app/dan-dan-tang-da-mou-xian/1643877577/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,40883404010.8571,408.834040108571,28002331.514285684,3795361.17142857,5541227310.285712,55.41227310285712,1328376.4099999997,2025-06-01,2026-05-31,2770613655.142856,27.70613655142856,1897680.585714285
204,我叫MT,我叫MT,텐센트,腾讯,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2013-11-28,2014-11-27,SensorTower_출시일,19405178.510000017,55443367.17142862,80947316070.28578,809.4731607028579,560104652,https://apps.apple.com/cn/app/id560104652,https://www.qimai.cn/app/baseinfo/appid/560104652/country/cn,https://app.sensortower.com/ios/cn/locojoy/app/wo-jiao-mt/560104652/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,40473658035.14289,404.7365803514289,27721683.58571431,6384616.914285713,9321540694.857141,93.21540694857141,2234615.9199999995,2025-06-01,2026-05-31,4660770347.428571,46.60770347428571,3192308.4571428564
205,鹅鸭杀,鹅鸭杀,시산주/킹소프트,西山居/金山,캐주얼,라이트 경쟁,캐주얼,라이트 경쟁,상,패밀리,패밀리/캐주얼,패밀리/캐주얼,2026-01-06,2027-01-05,Qimai_출시일,19187697.18,54821991.942857146,80040108236.57143,800.4010823657143,6740756173,https://apps.apple.com/cn/app/id6740756173,https://www.qimai.cn/app/baseinfo/appid/6740756173/country/cn,https://app.sensortower.com/ios/cn/chengdu-kingsoft-shiyou-zhuoli-technology-co-ltd/app/e-ya-sha/6740756173/,珠海,주하이,广东省,광둥성,22.2707,113.5767,high,대표 개발사/브랜드 매핑: 西山居 → 珠海,40020054118.28571,400.20054118285714,27410995.971428573,50930382.71428573,74358358762.85716,743.5835876285716,17825633.950000003,2025-06-01,2026-05-31,37179179381.42858,371.7917938142858,25465191.357142866
206,星球：重启,星球：重启,바이트댄스/누버스,朝夕光年/字节跳动,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/어드벤처,RPG/어드벤처,2023-11-15,2024-11-14,Qimai_출시일,19002378.47999998,54292509.942857094,79267064516.57137,792.6706451657136,1488717505,https://apps.apple.com/cn/app/id1488717505,https://www.qimai.cn/app/baseinfo/appid/1488717505/country/cn,https://app.sensortower.com/ios/cn/beijing-zhaoxiguangnian-information-technology-co-ltd/app/xing-qiu-zhong-qi/1488717505/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 朝夕光年 → 北京,39633532258.28568,396.3353225828568,27146254.971428547,1584206.514285714,2312941510.8571424,23.129415108571425,554472.2799999998,2025-06-01,2026-05-31,1156470755.4285712,11.564707554285713,792103.257142857
